RECORDID,DAM_NAME,OTHER_DAM_NAME,DAM_FORMER_NAME,STATEID,NIDID,LONGITUDE,LATITUDE,SECTION,COUNTY,RIVER,CITY,DISTANCE,OWNER_NAME,OWNER_TYPE,DAM_DESIGNER,PRIVATE_DAM,DAM_TYPE,CORE,FOUNDATION,PURPOSES,YEAR_COMPLETED,YEAR_MODIFIED,DAM_LENGTH,DAM_HEIGHT,STRUCTURAL_HEIGHT,HYDRAULIC_HEIGHT,NID_HEIGHT,MAX_DISCHARGE,MAX_STORAGE,NORMAL_STORAGE,NID_STORAGE,SURFACE_AREA,DRAINAGE_AREA,HAZARD,EAP,INSPECTION_DATE,INSPECTION_FREQUENCY,STATE_REG_DAM,STATE_REG_AGENCY,SPILLWAY_TYPE,SPILLWAY_WIDTH,OUTLET_GATES,VOLUME,NUMBER_OF_LOCKS,LENGTH_OF_LOCKS,WIDTH_OF_LOCKS,FED_FUNDING,FED_DESIGN,FED_CONSTRUCTION,FED_REGULATORY,FED_INSPECTION,FED_OPERATION,FED_OWNER,FED_OTHER,SOURCE_AGENCY,STATE,SUBMIT_DATE,URL_ADDRESS,CONG_NAME,PARTY,CONG_DIST,OTHERSTRUCTUREID,NUMSEPARATESTRUCTURES,PERMITTINGAUTHORITY,INSPECTIONAUTHORITY,ENFORCEMENTAUTHORITY,JURISDICTIONALDAM,EAP_LAST_REV_DATE
5382,LOWER BLACKWELDER,LOWER BLACKWELDER LAKE,,,CA10118,-121.3833313,39.13499832,S23 T15N R5E (MOUNT DIABLO),YUBA,HUTCHINSON CREEK,BEALE AFB,0,USAF ACC,F,USAF,N,ERRE,XEZ,UZ,CR,,,700,10,15,10,15,482,160,20,160,20,0.22,L,NR,3/31/2016,5,N,,U,35,X,14300,0,0,0,DOD USAF,DOD USAF,DOD USAF,DOD USAF,DOD USAF,DOD USAF,DOD USAF,DOD USAF,DOD USAF,CA,02-NOV-18,,John Garamendi (D),D,CA03,,0,N,N,N,N,
5383,MILLER,MILLER LAKE,,,CA10119,-121.3966675,39.16999817,S10 T15N R5E (MOUNT DIABLO),YUBA,REEDS CREEK,BEALE AFB,0,USAF ACC,F,USAF,N,ERRE,XEZ,UZ,CR,1955,,1300,25,26,18,26,1174,500,200,500,580,3.44,L,NR,3/17/2016,5,N,,U,0,U,45200,0,0,0,DOD USAF,DOD USAF,DOD USAF,DOD USAF,DOD USAF,DOD USAF,DOD USAF,DOD USAF,DOD USAF,CA,02-NOV-18,,John Garamendi (D),D,CA03,,0,N,N,N,N,
5384,LOWER STONEY VALLEY,LOWER STONEY VALLEY RESERVOIR,,,CA10121,-121.2777459,35.95696969,,MONTEREY,STONEY CREEK,BRADLEY,35,FORT HUNTER LIGGETT,F,,N,RE,X,U,FPR,1972,,800,30,35,25,35,810,75,35,75,15,0,L,Y,8/4/2015,4,N,,U,28,,0,0,0,0,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,CA,02-NOV-18,,Jimmy Panetta (D),D,CA20,,0,N,N,N,N,01-JAN-07
5385,EL PIOJO,DAM #9,,,CA10122,-121.173445,35.876906,,MONTEREY,EL PIOJO RIVER,BRADLEY,27,FORT HUNTER LIGGETT,F,,N,RE,X,U,,1961,,290,20,25,20,25,786,50,40,50,15,0,L,Y,8/4/2015,4,N,,U,10,,2602,0,0,0,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,CA,02-NOV-18,,Jimmy Panetta (D),D,CA20,,0,N,N,N,N,01-JAN-07
5386,HUGHES,DAM #36,,,CA10123,-121.2195349,35.89143268,,MONTEREY,AQUA FRIAS CREEK,BRADLEY,30,FORT HUNTER LIGGETT,F,,N,RE,X,U,FPR,1966,,410,35,50,40,50,455,1500,200,1500,65,0,L,Y,8/4/2015,4,N,,U,25,,0,0,0,0,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,CA,02-NOV-18,,Jimmy Panetta (D),D,CA20,,0,N,N,N,N,01-JAN-07
5387,COLEMAN,DAM #1,,,CA10124,-121.2817778,36.08169442,,MONTEREY,COLEMAN CREEK,JOLON,12,FORT HUNTER LIGGETT,F,,N,RE,X,U,FPR,1965,,150,27,25,20,27,455,80,65,80,20,0,L,Y,8/4/2015,4,N,,U,25,,4167,0,0,0,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,CA,02-NOV-18,,Jimmy Panetta (D),D,CA20,,0,N,N,N,N,01-JAN-07
5388,OAK HILL RESERVOIR,,,,CA10125,-121.202,36.02,,MONTEREY,TR SAN ANTONIO R,,0,U.S. ARMY CORPS OF ENGINEERS,F,,N,RE,X,U,,1962,,125,30,0,30,30,0,0,50,50,0,0,U,N,,0,N,,U,0,,0,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Jimmy Panetta (D),D,CA20,,0,N,N,N,N,
5389,ENGINEER,DAM #34,,,CA10126,-121.2375729,36.01546003,,MONTEREY,SULFUR SPRING CREEK,JOLON,5,FORT HUNTER LIGGETT,F,,N,RE,X,U,FPR,1964,,600,20,20,15,20,741,50,15,50,15,0,L,Y,8/4/2015,4,N,,U,20,,1111,0,0,0,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,CA,02-NOV-18,,Jimmy Panetta (D),D,CA20,,0,N,N,N,N,01-JAN-07
5390,MILPITAS,DAM #2,,,CA10127,-121.3036816,36.06984761,,MONTEREY,SAN ANTONIO RIVER,JOLON,10,FORT HUNTER LIGGETT,F,,N,RE,X,U,FPR,1960,,280,22,20,17,22,0,50,25,50,8,0,L,Y,8/4/2015,4,N,,N,0,,2222,0,0,0,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,CA,02-NOV-18,,Jimmy Panetta (D),D,CA20,,0,N,N,N,N,01-JAN-07
5391,SYCAMORE RESERVOIR,DAM #11,,,CA10128,-121.1482645,35.85160967,S7 T24S R8E,MONTEREY,CIMIENTO RIVER,BRADLEY,25,FORT HUNTER LIGGETT,F,,N,RE,X,U,RS,1961,,296,26,25,21,26,0,30,35,35,10,0,L,Y,8/4/2015,4,N,,U,20,,0,0,0,0,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,CA,02-NOV-18,,Jimmy Panetta (D),D,CA20,,0,N,N,N,N,01-JAN-07
5392,PULGAS LAKE DAM,PULGAS LAKE,,,CA10130,-117.4378,33.3437,,SAN DIEGO,PIEDRA DE LUBRE CREEK,NONE,0,DOD USMC,F,,N,RE,IEZ,U,PR,,1980,390,42,33,44,44,1000,122,101,122,6.5,3.4,L,Y,3/20/2012,3,N,,U,20,X,0,0,0,0,DOD USN,DOD USN,DOD USN,DOD USN,DOD USN,DOD USMC,DOD USMC,DOD USN,DOD USMC,CA,20-SEP-18,,Mike Levin (D),D,CA49,,0,N,N,N,N,16-MAR-10
5393,LAKE O'NEILL DAM,LAKE O'NEILL,,,CA10131,-117.327,33.327,,SAN DIEGO,SANTA MARGARITA RIV OFFSTREAM,CHAPPO,2,DOD USMC,F,,N,RE,IEZ,U,PRS,1883,1940,1500,14,7,17,17,800,1395,1057,1395,115.7,9,H,Y,3/21/2012,3,N,,U,20,X,0,0,0,0,DOD USN,DOD USN,DOD USN,DOD USN,DOD USN,DOD USMC,DOD USMC,DOD USN,DOD USMC,CA,20-SEP-18,,Mike Levin (D),D,CA49,,0,N,N,N,N,16-MAR-12
5394,PILGRIM,,,,CA10132,-117.303,33.277,,SAN DIEGO,PILGRIM CREEK,,0,U.S. MARINE CORPS,F,,N,RE,X,U,,1973,,600,50,0,50,50,0,0,45,45,0,0,U,N,,0,N,,U,0,,0,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Mike Levin (D),D,CA49,,0,N,N,N,N,
5395,CASE SPRINGS DAM,CASE SPRING LAKE,,,CA10133,-117.422,33.45,,SAN DIEGO,TR-SAN ONOFRE CREEK,NONE,0,DOD USMC,F,,N,RE,IEZ,U,PR,1900,1978,590,0,44,25,44,0,86,68,86,3.7,0,L,NR,3/20/2012,3,N,,U,8,X,0,0,0,0,DOD USN,DOD USN,DOD USN,DOD USN,DOD USN,DOD USMC,DOD USMC,DOD USN,DOD USMC,CA,20-SEP-18,,Mike Levin (D),D,CA49,,0,N,N,N,N,
5396,ANTELOPE,BALD MTN RES,,,CA10134,-121.4015,40.8817,,SHASTA,UNNAMED,,0,U.S. BUREAU OF LAND MANAGEMENT,F,,N,RE,X,U,,1959,,1225,26,0,26,26,0,0,240,240,0,0,U,N,,0,N,,U,0,,0,0,0,0,,,,,,,,,CA,CA,30-JUL-18,,Doug LaMalfa (R),R,CA01,,0,N,N,N,N,
5397,BOCA,,,,CA10135,-120.0955,39.3901,"S21, T18N, R17E",NEVADA,LITTLE TRUCKEE RIVER,"VERDI, NV",17,RECLAMATION,F,,N,RE,A,RK,HI,1939,,1629,116,116,93,116,8000,40870,32870,40870,1000,171,H,Y,7/26/2013,1,N,,C,38,,912000,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,CA,02-JUL-18,,Doug LaMalfa (R),R,CA01,,0,N,N,N,N,04-MAY-17
5398,BRADBURY,CACHUMA,,,CA10136,-119.9815,34.5872,"S, T7N, R31W",SANTA BARBARA,SANTA YNEZ RIVER,CACHUMA VILLAGE,1,RECLAMATION,F,,N,RE,A,RK,IS,1953,2000 SFOEH,3350,279,279,201,279,159500,206900,172500,206900,3090,417,H,Y,4/19/2013,1,N,,C,200,,6695000,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,CA,02-JUL-18,,Salud O. Carbajal (D),D,CA24,,0,N,N,N,N,18-APR-17
5399,CARPINTERIA,,,,CA10138,-119.4866,34.4066,"S27, T4N, R25W",SANTA BARBARA,CARPINTERIA CREEK OS,CARPINTERIA,2,RECLAMATION,F,,N,RE,A,RK,IS,1953,,13521,31,31,23,31,11,40,40,40,3,1,H,Y,,1,N,,U,14,,41000,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,CA,02-JUL-18,,Salud O. Carbajal (D),D,CA24,,0,N,N,N,N,18-APR-17
5400,CASITAS,,,,CA10139,-119.3353,34.3714,"S, T3N, R24W",VENTURA,COYOTE CREEK,FOSTER PARK,2,RECLAMATION,F,,N,RE,A,RK,IRS,1959,2001 SFE,2000,334,334,279,334,7400,283727,250835,283727,2720,39,H,Y,,1,N,,U,50,,9310000,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,CA,02-JUL-18,,Julia Brownley (D),D,CA26,,1,N,N,N,N,18-APR-17
5401,CASITAS SADDLE DIKE,,,,CA10139,-119.3176,34.4057,"S, T3N, R24W",VENTURA,COYOTE CREEK,OAK VIEW,1,RECLAMATION,F,,N,RE,A,RK,IRS,1959,,1550,43,43,29,43,7400,287000,0,287000,2720,39,L,Y,,1,N,,U,50,,121000,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,CA,02-JUL-18,,Julia Brownley (D),D,CA26,S001,0,N,N,N,N,18-APR-17
5402,CLEAR LAKE,,,,CA10141,-121.0757,41.9257,"S8, T47N, R8E",MODOC,LOST RIVER,,0,RECLAMATION,F,,N,PGRC,A,RK,I,1910,2002 S,564,42,48,33,48,0,584050,374080,584050,23960,735,H,Y,11/7/2016,1,N,,C,0,,63400,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,,DOI BR,CA,02-JUL-18,,Doug LaMalfa (R),R,CA01,,2,N,N,N,N,13-DEC-16
5403,CLEAR LAKE DIKE 1,,,,CA10141,-121.1653,41.7982,"S27, T46N, R7E",MODOC,LOST RIVER,PEREZ,30,RECLAMATION,F,,N,ERRE,A,RK,I,1910,,1600,13,12,6,13,5650,597500,374080,597500,23960,735,L,Y,11/7/2016,1,N,,U,357,,63400,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,CA,02-JUL-18,,Doug LaMalfa (R),R,CA01,S001,0,N,N,N,N,13-DEC-16
5404,CONTRA LOMA,,,,CA10143,-121.8244,37.9772,"S35, T2N, R1E",CONTRA COSTA,SAN JOAQ RIVER OS,,0,RECLAMATION,F,,N,RE,,,S,1967,,1050,82,107,82,107,838,2630,2095,2630,81,1,H,Y,,1,N,,U,0,,641000,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,,DOI BR,CA,02-JUL-18,,Jerry McNerney (D),D,CA09,,2,N,N,N,N,25-APR-17
5405,CONTRA LOMA DIKE NO. 2,,,,CA10143,-121.8221,37.9748,"S36,?‡T2N,?‡R1E",CONTRA COSTA,SAN JOAQ RIVER OS,ANTIOCH,1,RECLAMATION,F,,N,RE,A,RK,HIR,1967,,360,25,25,11,25,0,2630,2095,2630,81,1,L,Y,10/10/2014,1,N,,U,15,,15000,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,,DOI BR,CA,02-JUL-18,,Jerry McNerney (D),D,CA09,S001,0,N,N,N,N,25-APR-17
5406,CONTRA LOMA DIKE NO. 3,,,,CA10143,-121.8205,37.9726,"S36,?‡T2N,?‡R1E",CONTRA COSTA,SAN JOAQ RIVER OS,ANTIOCH,1,RECLAMATION,F,,N,,,,,,,300,10,0,0,10,0,2630,2095,2630,0,0,L,Y,,1,N,,,0,,0,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,,DOI BR,CA,02-JUL-18,,Jerry McNerney (D),D,CA09,S002,0,N,N,N,N,25-APR-17
5407,DORRIS DAM,,,,CA10144,-120.4893646,41.4880867,"S8 AND 17, T42N, R13E",MODOC,STOCKDILL SLOUGH,"ALTURAS, CALIFORNIA",0.8,US FISH AND WILDLIFE SERVICE,F,UNKNOWN,N,RE,HEK,SK,I,1930,1951O; 1973O; 1983H; 2010M,3860,25.39999962,25.39999962,23.10000038,25.39999962,828,20690,11870,20690,843,16.6,H,Y,11/4/2014,3,N,,U,72,S,303100,0,0,0,DOI FWS,DOI FWS,DOI FWS,DOI FWS,DOI FWS,DOI FWS,DOI FWS,DOI FWS,DOI FWS,CA,29-JUN-18,,Doug LaMalfa (R),R,CA01,,0,N,N,N,N,01-JAN-16
5408,EAST PARK,,,,CA10145,-122.5134,39.3614,"S3, T17N, R6W",COLUSA,LITTLE STONY CREEK,ELK CREEK,15,RECLAMATION,F,,N,CNVA,A,RK,IRS,1910,,266,139,139,92,139,9200,54300,50600,54300,1820,102,H,Y,10/7/2016,1,N,,U,414,,16000,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,CA,02-JUL-18,,John Garamendi (D),D,CA03,,6,N,N,N,N,12-DEC-16
5409,EAST PARK - COLEMAN DIKE,,,,CA10145,-122.5184748,39.35353876,"S3, T17N, R6W",COLUSA,,ELK CREEK,22,RECLAMATION,F,,N,RE,A,RK,IRS,1910,,71,16,16,9,16,0,54300,50600,54300,1820,102,H,Y,10/7/2016,1,N,,N,0,,1672,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,CA,02-JUL-18,,John Garamendi (D),D,CA03,S004,0,N,N,N,N,12-DEC-16
5410,FOLSOM,,,,CA10148,-121.1567,38.7075,"S24, T10N, R7E",SACRAMENTO,AMERICAN RIVER,,0,RECLAMATION,F,,N,CNPG,,,HIR,1956,2000 SFEH,1400,275,340,275,340,0,1002000,894000,1002000,11180,1870,H,Y,10/11/2017,1,N,,U,0,,1170000,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,,DOI BR,CA,02-JUL-18,,Ami Bera (D),D,CA07,,11,N,N,N,N,15-MAR-17
5411,FOLSOM - MORMON ISLAND AUXILIARY DAM,,,,CA10148,-121.1169,38.6997,"S29, T10N, R8E",SACRAMENTO,BLUE RAVINE,FOLSOM,2,RECLAMATION,F,,N,RE,A,RK,CHIRS,1955,,4820,110,110,105,110,0,1120000,1010000,1120000,11180,120,H,Y,10/11/2017,1,N,,N,0,,3820000,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,CA,02-JUL-18,,Ami Bera (D),D,CA07,S009,0,N,N,N,N,15-MAR-17
5412,FOLSOM DIKE 3,,,,CA10148,-121.1493341,38.75062268,"S6, T10N, R8E",PLACER,AMERICAN RIVER,HIDDEN VALLEY,1,RECLAMATION,F,,N,RE,A,RK,CHIRS,1956,,1395,10,10,5,10,0,1120000,1010000,1120000,11180,1570,H,Y,10/11/2017,1,N,,N,0,,0,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,CA,02-JUL-18,,Tom McClintock (R),R,CA04,S003,0,N,N,N,N,15-MAR-17
5413,FOLSOM DIKE 1,,,,CA10148,-121.1469,38.7625,,PLACER,AMERICAN RIVER,HIDDEN VALLEY,1,RECLAMATION,F,,N,RE,A,RK,CHIRS,1956,,2060,25,25,20,25,0,1120000,1010000,1120000,11180,1570,H,Y,10/11/2017,1,N,,N,0,,0,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,CA,02-JUL-18,,Tom McClintock (R),R,CA04,S001,0,N,N,N,N,15-MAR-17
5414,FOLSOM DIKE 4,,,,CA10148,-121.1641,38.7336,"S12, T10N, R7E",PLACER,AMERICAN RIVER,FOLSOM,1,RECLAMATION,F,,N,RE,A,RK,CHIRS,1956,,1450,30,30,25,30,0,1120000,1010000,1120000,11180,1570,H,Y,10/11/2017,1,N,,N,0,,0,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,CA,02-JUL-18,,Tom McClintock (R),R,CA04,S004,0,N,N,N,N,15-MAR-17
5415,FOLSOM DIKE 6,,,,CA10148,-121.171,38.7231,"S14, T10N, R7E",PLACER,AMERICAN RIVER,FOLSOM,1,RECLAMATION,F,,N,RE,A,RK,CHIRS,1956,,1460,40,40,35,40,0,1120000,1010000,1120000,11180,1570,H,Y,10/11/2017,1,N,,N,0,,0,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,CA,02-JUL-18,,Tom McClintock (R),R,CA04,S006,0,N,N,N,N,15-MAR-17
5416,FOLSOM RIGHT WING,,,,CA10148,-121.1637,38.7102,"S24, T10N, R7E",SACRAMENTO,AMERICAN RIVER,FOLSOM,1,RECLAMATION,F,,N,RE,A,RK,CHIRS,1955,,6700,145,145,140,145,0,1120000,1010000,1120000,11180,1570,H,Y,10/11/2017,1,N,,N,0,,3905000,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,CA,02-JUL-18,,Ami Bera (D),D,CA07,S011,0,N,N,N,N,15-MAR-17
5417,FOLSOM DIKE 5,,,,CA10148,-121.1706,38.7296,"S12, T10N, R7E",PLACER,AMERICAN RIVER,FOLSOM,1,RECLAMATION,F,,N,RE,A,RK,CHIRS,1956,,1915,100,100,95,100,0,1120000,1010000,1120000,11180,1570,H,Y,10/11/2017,1,N,,N,0,,0,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,CA,02-JUL-18,,Tom McClintock (R),R,CA04,S005,0,N,N,N,N,15-MAR-17
5418,FOLSOM DIKE 7,,,,CA10148,-121.1421,38.6953,"S30, T10N, R8E",SACRAMENTO,AMERICAN RIVER,FOLSOM,1,RECLAMATION,F,,N,RE,A,RK,CHIRS,1956,,890,35,35,30,35,0,1120000,1010000,1120000,11180,1570,H,Y,10/11/2017,1,N,,N,0,,0,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,CA,02-JUL-18,,Ami Bera (D),D,CA07,S007,0,N,N,N,N,15-MAR-17
5419,FOLSOM DIKE 8,,,,CA10148,-121.133,38.6933,"S29, T10N, R8E",SACRAMENTO,AMERICAN RIVER,FOLSOM,1,RECLAMATION,F,,N,RE,A,RK,CHIRS,1956,,740,15,15,10,15,0,1120000,1010000,1120000,11180,1570,H,Y,10/11/2017,1,N,,N,0,,0,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,CA,02-JUL-18,,Ami Bera (D),D,CA07,S008,0,N,N,N,N,15-MAR-17
5420,FOLSOM DIKE 2,,,,CA10148,-121.1490806,38.7554543,"S36, T11N, R7E",PLACER,AMERICAN RIVER,HIDDEN VALLEY,1,RECLAMATION,F,,N,RE,A,RK,CHIRS,1956,,1800,15,15,10,15,0,1120000,1010000,1120000,11180,1570,H,Y,10/11/2017,1,N,,N,0,,0,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,CA,02-JUL-18,,Tom McClintock (R),R,CA04,S002,0,N,N,N,N,15-MAR-17
5421,FOLSOM LEFT WING,,,,CA10148,-121.1525,38.7058,,SACRAMENTO,AMERICAN RIVER,FOLSOM,1,RECLAMATION,F,,N,RE,A,RK,CHIRS,1955,,2100,145,145,140,145,0,1120000,1010000,1120000,11180,1570,H,Y,10/11/2017,1,N,,N,0,,3905000,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,CA,02-JUL-18,,Ami Bera (D),D,CA07,S010,0,N,N,N,N,15-MAR-17
5422,FRIANT,MILLERTON LAKE,,,CA10154,-119.7053,37.0004,"S5, T11S, R21E",FRESNO,SAN JOAQUIN RIVER,FRESNO,0,RECLAMATION,F,,N,CNPG,,,CIRS,1942,,3488,299,319,295,319,0,520500,520500,520500,4900,1633,H,Y,,1,N,,U,0,,2135000,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,,DOI BR,CA,02-JUL-18,,Tom McClintock (R),R,CA04,,2,N,N,N,N,18-APR-17
5423,FRIANT MILLERTON ROAD EMBANKMENT A,,,,CA10154,-119.6854,36.9862,,FRESNO,SAN JOAQUIN RIVER OS,FRESNO,12,RECLAMATION,F,,N,RE,A,RK,CI,1941,,350,13,13,6,13,0,555500,520500,555500,4900,1633,H,Y,,1,N,,N,0,,2135000,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,CA,02-JUL-18,,Tom McClintock (R),R,CA04,S002,0,N,N,N,N,18-APR-17
5424,FRIANT DIKE 3,,,,CA10154,-119.6829,36.9857,"S9, T11S, R21E",FRESNO,,FRESNO,12,RECLAMATION,F,,N,RE,A,RK,CI,1942,,272,23,23,14,23,0,555500,520500,555500,4900,1633,H,Y,,1,N,,N,0,,2135000,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,CA,02-JUL-18,,Tom McClintock (R),R,CA04,S001,0,N,N,N,N,18-APR-17
5425,GLEN ANNE,,,,CA10156,-119.8802,34.4714,,SANTA BARBARA,W FORK GLEN ANNE CANYON CREEK,GOLETA,2,RECLAMATION,F,,N,RE,A,RK,IS,1952,,240,135,135,95,135,950,630,470,630,16,1,H,Y,,1,N,,U,6,,32800,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,CA,02-JUL-18,,Salud O. Carbajal (D),D,CA24,,0,N,N,N,N,18-APR-17
5426,IMPERIAL DIVERSION,,,,CA10159,-114.467,32.8833,,"IMPERIAL, CA; YUMA, AZ",COLORADO RIVER,YUMA,20,RECLAMATION,F,,N,CBCNOT,A,RK,I,1937,,3475,85,85,23,85,180000,160000,74000,160000,7000,5756,H,Y,8/25/2017,1,N,,U,0,,196800,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,CA,02-JUL-18,,Juan Vargas (D),D,CA51,,0,N,N,N,N,24-AUG-17
5427,KESWICK,,,,CA10160,-122.4454,40.612,,SHASTA,SACRAMENTO RIVER,REDDING,4,RECLAMATION,F,,N,CNPG,A,RK,CHI,1949,,1046,157,157,121,157,250000,25132,7470,25132,640,6380,H,Y,10/7/2016,1,N,,C,200,,197000,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,CA,02-JUL-18,,Doug LaMalfa (R),R,CA01,,0,N,N,N,N,12-DEC-16
5428,LAKE TAHOE,,,,CA10162,-120.144,39.1671,,PLACER,TRUCKEE RIVER,TRUCKEE,17,RECLAMATION,F,,N,CBCNOT,A,RK,I,1913,1990 SE,109,18,18,10,18,0,732000,732000,732000,120000,122200,H,Y,8/4/2016,1,N,,N,0,,400,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,CA,02-JUL-18,,Tom McClintock (R),R,CA04,,0,N,N,N,N,04-MAY-17
5429,LAUER,,,,CA10163,-120.4666,41.65783,S15 T44N R13E 21,MODOC,NORTH FORK PIT RIVER,ALTURAS,15,BIA,F,,N,RE,,,I,1895,,830,0,13,0,13,0,0,1600,1600,0,0,H,Y,9/19/2012,5,N,,C,0,,0,0,0,0,DOI BIA,DOI BIA,DOI BIA,DOI BIA,DOI BIA,DOI BIA,DOI BIA,DOI BIA,DOI BIA,CA,04-OCT-18,,Doug LaMalfa (R),R,CA01,,0,N,N,N,N,20-JUL-11
5430,LAURO,,,,CA10164,-119.7272,34.4542,,SANTA BARBARA,DIABLO CREEK,SANTA BARBARA,1,RECLAMATION,F,,N,RE,A,RK,S,1951,2006 E,540,137,137,102,137,86,855,640,855,21,1,H,Y,,1,N,,U,3,,499000,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,CA,02-JUL-18,,Salud O. Carbajal (D),D,CA24,,0,N,N,N,N,18-APR-17
5431,LEWISTON,,,,CA10165,-122.793,40.7264,"S8, T3N, R8W",TRINITY,TRINITY RIVER,,0,RECLAMATION,F,,N,RE,,,S,1963,,745,73,91,73,91,0,14660,14660,14660,750,719,H,Y,10/17/2016,1,N,,U,0,,265000,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,,DOI BR,CA,02-JUL-18,,Jared Huffman (D),D,CA02,,0,N,N,N,N,12-DEC-16
5432,LITTLE PANOCHE DETENTION,,,,CA10166,-120.7971,36.7835,"S20, T13S, R11E",FRESNO,LITTLE PANOCHE CREEK,ORO LOMA,9,RECLAMATION,F,,N,RE,A,RK,C,1966,,1440,151,151,114,151,3220,13240,5580,13240,188,101,H,Y,5/9/2017,1,N,,U,30,,1160000,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,CA,02-JUL-18,,TJ Cox (D),D,CA21,,0,N,N,N,N,11-MAY-17
5433,LOS BANOS CREEK DETENTION,,,,CA10167,-120.9322,36.9919,,MERCED,LOS BANOS CREEK,LOS BANOS,7,RECLAMATION,F,,N,RE,A,RK,CR,1965,,1370,167,167,150,167,8600,51920,34500,51920,623,156,H,Y,5/9/2017,1,N,,U,20,,2100000,0,0,0,DOI BR,,,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,DOI BR,CA,02-JUL-18,,Jim Costa (D),D,CA16,,0,N,N,N,N,11-MAY-17
